x	y	RR	N_pairs	N_x	N_y	N_total	date
81y+	46-65y	0.7496476783878576	1733	9211	14059	56017	2023-06-18
0-5y	81y+	0.4829153555253991	110	1469	11064	71353	2023-07-16
0-5y	46-65y	1.0826045455805278	404	1469	18126	71353	2023-07-16
0-5y	26-45y	1.2077274401317077	431	1469	17334	71353	2023-07-16
0-5y	0-5y	2.0169660156045452	61	1469	1469	71353	2023-07-16
0-5y	18-25y	1.233564722007813	173	1469	6812	71353	2023-07-16
0-5y	6-17y	1.6244984985121724	100	1469	2990	71353	2023-07-16
0-5y	65-80y	0.6806885497408155	190	1469	13558	71353	2023-07-16
18-25y	81y+	0.52732776343393	557	6812	11064	71353	2023-07-16
18-25y	46-65y	1.022264922601877	1769	6812	18126	71353	2023-07-16
18-25y	26-45y	1.1481335562481076	1900	6812	17334	71353	2023-07-16
18-25y	0-5y	1.233564722007813	173	6812	1469	71353	2023-07-16
18-25y	18-25y	1.7775457949754656	1156	6812	6812	71353	2023-07-16
18-25y	6-17y	1.2786723998766685	365	6812	2990	71353	2023-07-16
18-25y	65-80y	0.7339484883760312	950	6812	13558	71353	2023-07-16
26-45y	81y+	0.603465062581858	1622	17334	11064	71353	2023-07-16
26-45y	46-65y	1.0555470353984424	4648	17334	18126	71353	2023-07-16
26-45y	26-45y	1.243172344371184	5235	17334	17334	71353	2023-07-16
26-45y	0-5y	1.2077274401317077	431	17334	1469	71353	2023-07-16
26-45y	18-25y	1.1481335562481076	1900	17334	6812	71353	2023-07-16
26-45y	6-17y	1.2720794440759224	924	17334	2990	71353	2023-07-16
26-45y	65-80y	0.8495041954285247	2798	17334	13558	71353	2023-07-16
46-65y	81y+	0.7421853913822013	2086	18126	11064	71353	2023-07-16
46-65y	46-65y	1.158190160509082	5333	18126	18126	71353	2023-07-16
46-65y	26-45y	1.0555470353984424	4648	18126	17334	71353	2023-07-16
46-65y	0-5y	1.0826045455805278	404	18126	1469	71353	2023-07-16
46-65y	18-25y	1.022264922601877	1769	18126	6812	71353	2023-07-16
46-65y	6-17y	1.1835831454069008	899	18126	2990	71353	2023-07-16
46-65y	65-80y	0.8666803894269022	2985	18126	13558	71353	2023-07-16
6-17y	81y+	0.44432027582904693	206	2990	11064	71353	2023-07-16
6-17y	46-65y	1.1835831454069008	899	2990	18126	71353	2023-07-16
6-17y	26-45y	1.2720794440759224	924	2990	17334	71353	2023-07-16
6-17y	0-5y	1.6244984985121724	100	2990	1469	71353	2023-07-16
6-17y	18-25y	1.2786723998766685	365	2990	6812	71353	2023-07-16
6-17y	6-17y	2.49812530061185	313	2990	2990	71353	2023-07-16
6-17y	65-80y	0.7427760381386349	422	2990	13558	71353	2023-07-16
65-80y	81y+	1.1934524066656875	2509	13558	11064	71353	2023-07-16
65-80y	46-65y	0.8666803894269022	2985	13558	18126	71353	2023-07-16
65-80y	26-45y	0.8495041954285247	2798	13558	17334	71353	2023-07-16
65-80y	0-5y	0.6806885497408155	190	13558	1469	71353	2023-07-16
65-80y	18-25y	0.7339484883760312	950	13558	6812	71353	2023-07-16
65-80y	6-17y	0.7427760381386349	422	13558	2990	71353	2023-07-16
65-80y	65-80y	1.1905146837522516	3067	13558	13558	71353	2023-07-16
81y+	81y+	2.0593565361383894	3533	11064	11064	71353	2023-07-16
81y+	46-65y	0.7421853913822013	2086	11064	18126	71353	2023-07-16
81y+	26-45y	0.603465062581858	1622	11064	17334	71353	2023-07-16
81y+	0-5y	0.4829153555253991	110	11064	1469	71353	2023-07-16
81y+	18-25y	0.52732776343393	557	11064	6812	71353	2023-07-16
81y+	6-17y	0.44432027582904693	206	11064	2990	71353	2023-07-16
81y+	65-80y	1.1934524066656875	2509	11064	13558	71353	2023-07-16
0-5y	81y+	0.583374239118672	142	1614	11943	79191	2023-08-13
0-5y	26-45y	1.1404545028978859	447	1614	19231	79191	2023-08-13
0-5y	0-5y	2.0671774543991623	68	1614	1614	79191	2023-08-13
0-5y	46-65y	1.0669430115406326	447	1614	20556	79191	2023-08-13
0-5y	65-80y	0.7355546346302504	227	1614	15142	79191	2023-08-13
0-5y	18-25y	1.1554703950861047	177	1614	7516	79191	2023-08-13
0-5y	6-17y	1.6308863375225324	106	1614	3189	79191	2023-08-13
18-25y	81y+	0.5972611968229256	677	7516	11943	79191	2023-08-13
18-25y	26-45y	1.109461453892037	2025	7516	19231	79191	2023-08-13
18-25y	0-5y	1.1554703950861047	177	7516	1614	79191	2023-08-13
18-25y	46-65y	1.066651453612976	2081	7516	20556	79191	2023-08-13
18-25y	65-80y	0.7285384891749273	1047	7516	15142	79191	2023-08-13
18-25y	18-25y	1.6415691584049468	1171	7516	7516	79191	2023-08-13
18-25y	6-17y	1.298455591174492	393	7516	3189	79191	2023-08-13
26-45y	81y+	0.6523514949002057	1892	19231	11943	79191	2023-08-13
26-45y	26-45y	1.1894772925976929	5555	19231	19231	79191	2023-08-13
26-45y	0-5y	1.1404545028978859	447	19231	1614	79191	2023-08-13
26-45y	46-65y	1.0841593989216165	5412	19231	20556	79191	2023-08-13
26-45y	65-80y	0.846311627116108	3112	19231	15142	79191	2023-08-13
26-45y	18-25y	1.109461453892037	2025	19231	7516	79191	2023-08-13
26-45y	6-17y	1.2706166560181271	984	19231	3189	79191	2023-08-13
46-65y	81y+	0.7719096792334778	2393	20556	11943	79191	2023-08-13
46-65y	26-45y	1.0841593989216165	5412	20556	19231	79191	2023-08-13
46-65y	0-5y	1.0669430115406326	447	20556	1614	79191	2023-08-13
46-65y	46-65y	1.1572723367253555	6175	20556	20556	79191	2023-08-13
46-65y	65-80y	0.8609626912834943	3384	20556	15142	79191	2023-08-13
46-65y	18-25y	1.066651453612976	2081	20556	7516	79191	2023-08-13
46-65y	6-17y	1.2068358217898643	999	20556	3189	79191	2023-08-13
6-17y	81y+	0.5239724323441122	252	3189	11943	79191	2023-08-13
6-17y	26-45y	1.2706166560181271	984	3189	19231	79191	2023-08-13
6-17y	0-5y	1.6308863375225324	106	3189	1614	79191	2023-08-13
6-17y	46-65y	1.2068358217898643	999	3189	20556	79191	2023-08-13
6-17y	65-80y	0.7937494530196195	484	3189	15142	79191	2023-08-13
6-17y	18-25y	1.298455591174492	393	3189	7516	79191	2023-08-13
6-17y	6-17y	2.445099034673616	314	3189	3189	79191	2023-08-13
65-80y	81y+	1.158256727601221	2645	15142	11943	79191	2023-08-13
65-80y	26-45y	0.846311627116108	3112	15142	19231	79191	2023-08-13
65-80y	0-5y	0.7355546346302504	227	15142	1614	79191	2023-08-13
65-80y	46-65y	0.8609626912834943	3384	15142	20556	79191	2023-08-13
65-80y	65-80y	1.16845325529338	3383	15142	15142	79191	2023-08-13
65-80y	18-25y	0.7285384891749273	1047	15142	7516	79191	2023-08-13
65-80y	6-17y	0.7937494530196195	484	15142	3189	79191	2023-08-13
81y+	81y+	1.999828128038673	3602	11943	11943	79191	2023-08-13
81y+	26-45y	0.6523514949002057	1892	11943	19231	79191	2023-08-13
81y+	0-5y	0.583374239118672	142	11943	1614	79191	2023-08-13
81y+	46-65y	0.7719096792334778	2393	11943	20556	79191	2023-08-13
81y+	65-80y	1.158256727601221	2645	11943	15142	79191	2023-08-13
81y+	18-25y	0.5972611968229256	677	11943	7516	79191	2023-08-13
81y+	6-17y	0.5239724323441122	252	11943	3189	79191	2023-08-13
0-5y	81y+	0.608288309041157	159	1880	12192	87689	2023-09-10
0-5y	46-65y	1.063929674397247	520	1880	22797	87689	2023-09-10
0-5y	26-45y	1.1017538520709589	507	1880	21464	87689	2023-09-10
0-5y	0-5y	2.3817748415572657	96	1880	1880	87689	2023-09-10
0-5y	18-25y	1.093322979847986	204	1880	8703	87689	2023-09-10
0-5y	6-17y	1.597117449016199	132	1880	3855	87689	2023-09-10
0-5y	65-80y	0.7274966561368754	262	1880	16798	87689	2023-09-10
18-25y	81y+	0.6313854142822806	764	8703	12192	87689	2023-09-10
18-25y	46-65y	1.0700232791162678	2421	8703	22797	87689	2023-09-10
18-25y	26-45y	1.1200461451016865	2386	8703	21464	87689	2023-09-10
18-25y	0-5y	1.093322979847986	204	8703	1880	87689	2023-09-10
18-25y	18-25y	1.5258876724865524	1318	8703	8703	87689	2023-09-10
18-25y	6-17y	1.13433541783004	434	8703	3855	87689	2023-09-10
18-25y	65-80y	0.7431729047152561	1239	8703	16798	87689	2023-09-10
26-45y	81y+	0.667496265644825	1992	21464	12192	87689	2023-09-10
26-45y	46-65y	1.0933464126840813	6101	21464	22797	87689	2023-09-10
26-45y	26-45y	1.1928435693240622	6267	21464	21464	87689	2023-09-10
26-45y	0-5y	1.1017538520709589	507	21464	1880	87689	2023-09-10
26-45y	18-25y	1.1200461451016865	2386	21464	8703	87689	2023-09-10
26-45y	6-17y	1.1392487067296466	1075	21464	3855	87689	2023-09-10
26-45y	65-80y	0.8359040211511967	3437	21464	16798	87689	2023-09-10
46-65y	81y+	0.7950473730714902	2520	22797	12192	87689	2023-09-10
46-65y	46-65y	1.1601805695219403	6876	22797	22797	87689	2023-09-10
46-65y	26-45y	1.0933464126840813	6101	22797	21464	87689	2023-09-10
46-65y	0-5y	1.063929674397247	520	22797	1880	87689	2023-09-10
46-65y	18-25y	1.0700232791162678	2421	22797	8703	87689	2023-09-10
46-65y	6-17y	1.0816140563242245	1084	22797	3855	87689	2023-09-10
46-65y	65-80y	0.8472499788911698	3700	22797	16798	87689	2023-09-10
6-17y	81y+	0.5597151371399587	300	3855	12192	87689	2023-09-10
6-17y	46-65y	1.0816140563242245	1084	3855	22797	87689	2023-09-10
6-17y	26-45y	1.1392487067296466	1075	3855	21464	87689	2023-09-10
6-17y	0-5y	1.597117449016199	132	3855	1880	87689	2023-09-10
6-17y	18-25y	1.13433541783004	434	3855	8703	87689	2023-09-10
6-17y	6-17y	2.047509105192946	347	3855	3855	87689	2023-09-10
6-17y	65-80y	0.7948794472320758	587	3855	16798	87689	2023-09-10
65-80y	81y+	1.1838801093837255	2765	16798	12192	87689	2023-09-10
65-80y	46-65y	0.8472499788911698	3700	16798	22797	87689	2023-09-10
65-80y	26-45y	0.8359040211511967	3437	16798	21464	87689	2023-09-10
65-80y	0-5y	0.7274966561368754	262	16798	1880	87689	2023-09-10
65-80y	18-25y	0.7431729047152561	1239	16798	8703	87689	2023-09-10
65-80y	6-17y	0.7948794472320758	587	16798	3855	87689	2023-09-10
65-80y	65-80y	1.1520001906349557	3707	16798	16798	87689	2023-09-10
81y+	81y+	2.124312145759708	3601	12192	12192	87689	2023-09-10
81y+	46-65y	0.7950473730714902	2520	12192	22797	87689	2023-09-10
81y+	26-45y	0.667496265644825	1992	12192	21464	87689	2023-09-10
81y+	0-5y	0.608288309041157	159	12192	1880	87689	2023-09-10
81y+	18-25y	0.6313854142822806	764	12192	8703	87689	2023-09-10
81y+	6-17y	0.5597151371399587	300	12192	3855	87689	2023-09-10
81y+	65-80y	1.1838801093837255	2765	12192	16798	87689	2023-09-10
0-5y	18-25y	1.1150315261576869	270	2503	10619	109766	2023-10-08
0-5y	6-17y	1.544524339522215	173	2503	4912	109766	2023-10-08
0-5y	81y+	0.6808901073772056	214	2503	13783	109766	2023-10-08
0-5y	26-45y	1.0515781119664882	673	2503	28066	109766	2023-10-08
0-5y	0-5y	2.0674174610124263	118	2503	2503	109766	2023-10-08
0-5y	46-65y	1.033695094727624	700	2503	29697	109766	2023-10-08
0-5y	65-80y	0.7712320762494103	355	2503	20186	109766	2023-10-08
18-25y	18-25y	1.4503969164184747	1490	10619	10619	109766	2023-10-08
18-25y	6-17y	1.109012604320263	527	10619	4912	109766	2023-10-08
18-25y	81y+	0.6607183586725369	881	10619	13783	109766	2023-10-08
18-25y	26-45y	1.072126185792926	2911	10619	28066	109766	2023-10-08
18-25y	0-5y	1.1150315261576869	270	10619	2503	109766	2023-10-08
18-25y	46-65y	1.0675430949491644	3067	10619	29697	109766	2023-10-08
18-25y	65-80y	0.7932048644097323	1549	10619	20186	109766	2023-10-08
26-45y	18-25y	1.072126185792926	2911	28066	10619	109766	2023-10-08
26-45y	6-17y	1.0947921137379528	1375	28066	4912	109766	2023-10-08
26-45y	81y+	0.6827145929109099	2406	28066	13783	109766	2023-10-08
26-45y	26-45y	1.1701214757353746	8397	28066	28066	109766	2023-10-08
26-45y	0-5y	1.0515781119664882	673	28066	2503	109766	2023-10-08
26-45y	46-65y	1.0771469278607977	8179	28066	29697	109766	2023-10-08
26-45y	65-80y	0.8627594889652647	4453	28066	20186	109766	2023-10-08
46-65y	18-25y	1.0675430949491644	3067	29697	10619	109766	2023-10-08
46-65y	6-17y	1.0880909468476345	1446	29697	4912	109766	2023-10-08
46-65y	81y+	0.7913720616730514	2951	29697	13783	109766	2023-10-08
46-65y	26-45y	1.0771469278607977	8179	29697	28066	109766	2023-10-08
46-65y	0-5y	1.033695094727624	700	29697	2503	109766	2023-10-08
46-65y	46-65y	1.1341131650500442	9112	29697	29697	109766	2023-10-08
46-65y	65-80y	0.8770826187987562	4790	29697	20186	109766	2023-10-08
6-17y	18-25y	1.109012604320263	527	4912	10619	109766	2023-10-08
6-17y	6-17y	1.8834386256750735	414	4912	4912	109766	2023-10-08
6-17y	81y+	0.5674580739715946	350	4912	13783	109766	2023-10-08
6-17y	26-45y	1.0947921137379528	1375	4912	28066	109766	2023-10-08
6-17y	0-5y	1.544524339522215	173	4912	2503	109766	2023-10-08
6-17y	46-65y	1.0880909468476345	1446	4912	29697	109766	2023-10-08
6-17y	65-80y	0.8413424633804639	760	4912	20186	109766	2023-10-08
65-80y	18-25y	0.7932048644097323	1549	20186	10619	109766	2023-10-08
65-80y	6-17y	0.8413424633804639	760	20186	4912	109766	2023-10-08
65-80y	81y+	1.200537601337813	3043	20186	13783	109766	2023-10-08
65-80y	26-45y	0.8627594889652647	4453	20186	28066	109766	2023-10-08
65-80y	0-5y	0.7712320762494103	355	20186	2503	109766	2023-10-08
65-80y	46-65y	0.8770826187987562	4790	20186	29697	109766	2023-10-08
65-80y	65-80y	1.1693838381031243	4341	20186	20186	109766	2023-10-08
81y+	18-25y	0.6607183586725369	881	13783	10619	109766	2023-10-08
81y+	6-17y	0.5674580739715946	350	13783	4912	109766	2023-10-08
81y+	81y+	2.150585413552059	3722	13783	13783	109766	2023-10-08
81y+	26-45y	0.6827145929109099	2406	13783	28066	109766	2023-10-08
81y+	0-5y	0.6808901073772056	214	13783	2503	109766	2023-10-08
81y+	46-65y	0.7913720616730514	2951	13783	29697	109766	2023-10-08
81y+	65-80y	1.200537601337813	3043	13783	20186	109766	2023-10-08
0-5y	81y+	0.7092022615695832	247	2990	15174	130270	2023-11-05
0-5y	46-65y	1.0324473949906428	863	2990	36418	130270	2023-11-05
0-5y	65-80y	0.7870987134050721	416	2990	23027	130270	2023-11-05
0-5y	18-25y	1.094901875922352	308	2990	12256	130270	2023-11-05
0-5y	6-17y	1.521116638190979	193	2990	5528	130270	2023-11-05
0-5y	26-45y	1.0118569673855267	810	2990	34877	130270	2023-11-05
0-5y	0-5y	2.2294281943154997	153	2990	2990	130270	2023-11-05
18-25y	81y+	0.6878711139209882	982	12256	15174	130270	2023-11-05
18-25y	46-65y	1.0647175184831705	3648	12256	36418	130270	2023-11-05
18-25y	65-80y	0.8091708290619446	1753	12256	23027	130270	2023-11-05
18-25y	18-25y	1.407555183447208	1623	12256	12256	130270	2023-11-05
18-25y	6-17y	1.1286667559738601	587	12256	5528	130270	2023-11-05
18-25y	26-45y	1.0434948175015053	3424	12256	34877	130270	2023-11-05
18-25y	0-5y	1.094901875922352	308	12256	2990	130270	2023-11-05
26-45y	81y+	0.7032592507335623	2857	34877	15174	130270	2023-11-05
26-45y	46-65y	1.0804974356009154	10535	34877	36418	130270	2023-11-05
26-45y	65-80y	0.873643561291603	5386	34877	23027	130270	2023-11-05
26-45y	18-25y	1.0434948175015053	3424	34877	12256	130270	2023-11-05
26-45y	6-17y	1.1378351518736074	1684	34877	5528	130270	2023-11-05
26-45y	26-45y	1.113673149433095	10399	34877	34877	130270	2023-11-05
26-45y	0-5y	1.0118569673855267	810	34877	2990	130270	2023-11-05
46-65y	81y+	0.7899555791151672	3351	36418	15174	130270	2023-11-05
46-65y	46-65y	1.127793981977393	11482	36418	36418	130270	2023-11-05
46-65y	65-80y	0.8933760978091217	5751	36418	23027	130270	2023-11-05
46-65y	18-25y	1.0647175184831705	3648	36418	12256	130270	2023-11-05
46-65y	6-17y	1.1239839443830315	1737	36418	5528	130270	2023-11-05
46-65y	26-45y	1.0804974356009154	10535	36418	34877	130270	2023-11-05
46-65y	0-5y	1.0324473949906428	863	36418	2990	130270	2023-11-05
6-17y	81y+	0.6010177145307392	387	5528	15174	130270	2023-11-05
6-17y	46-65y	1.1239839443830315	1737	5528	36418	130270	2023-11-05
6-17y	65-80y	0.8473627306697222	828	5528	23027	130270	2023-11-05
6-17y	18-25y	1.1286667559738601	587	5528	12256	130270	2023-11-05
6-17y	6-17y	1.9268450276031925	452	5528	5528	130270	2023-11-05
6-17y	26-45y	1.1378351518736074	1684	5528	34877	130270	2023-11-05
6-17y	0-5y	1.521116638190979	193	5528	2990	130270	2023-11-05
65-80y	81y+	1.2202616954169634	3273	23027	15174	130270	2023-11-05
65-80y	46-65y	0.8933760978091217	5751	23027	36418	130270	2023-11-05
65-80y	65-80y	1.1490450649819284	4677	23027	23027	130270	2023-11-05
65-80y	18-25y	0.8091708290619446	1753	23027	12256	130270	2023-11-05
65-80y	6-17y	0.8473627306697222	828	23027	5528	130270	2023-11-05
65-80y	26-45y	0.873643561291603	5386	23027	34877	130270	2023-11-05
65-80y	0-5y	0.7870987134050721	416	23027	2990	130270	2023-11-05
81y+	81y+	2.2257614188484185	3934	15174	15174	130270	2023-11-05
81y+	46-65y	0.7899555791151672	3351	15174	36418	130270	2023-11-05
81y+	65-80y	1.2202616954169634	3273	15174	23027	130270	2023-11-05
81y+	18-25y	0.6878711139209882	982	15174	12256	130270	2023-11-05
81y+	6-17y	0.6010177145307392	387	15174	5528	130270	2023-11-05
81y+	26-45y	0.7032592507335623	2857	15174	34877	130270	2023-11-05
81y+	0-5y	0.7092022615695832	247	15174	2990	130270	2023-11-05
0-5y	81y+	0.7217862131892133	251	2993	14977	128904	2023-12-03
0-5y	46-65y	1.0512604573260262	887	2993	36339	128904	2023-12-03
0-5y	65-80y	0.8094074478083126	424	2993	22561	128904	2023-12-03
0-5y	18-25y	1.029264017170007	282	2993	11800	128904	2023-12-03
0-5y	6-17y	1.450777779859731	185	2993	5492	128904	2023-12-03
0-5y	26-45y	1.0115678644025052	816	2993	34742	128904	2023-12-03
0-5y	0-5y	2.1296816974321082	148	2993	2993	128904	2023-12-03
18-25y	81y+	0.7264720311256921	996	11800	14977	128904	2023-12-03
18-25y	46-65y	1.0852220707919447	3610	11800	36339	128904	2023-12-03
18-25y	65-80y	0.8231423846009951	1700	11800	22561	128904	2023-12-03
18-25y	18-25y	1.267377025280092	1369	11800	11800	128904	2023-12-03
18-25y	6-17y	1.111899851247423	559	11800	5492	128904	2023-12-03
18-25y	26-45y	1.0498952984176824	3339	11800	34742	128904	2023-12-03
18-25y	0-5y	1.029264017170007	282	11800	2993	128904	2023-12-03
26-45y	81y+	0.7377537792131343	2978	34742	14977	128904	2023-12-03
26-45y	46-65y	1.0840278099793648	10617	34742	36339	128904	2023-12-03
26-45y	65-80y	0.8735973331906532	5312	34742	22561	128904	2023-12-03
26-45y	18-25y	1.0498952984176824	3339	34742	11800	128904	2023-12-03
26-45y	6-17y	1.1383634856094345	1685	34742	5492	128904	2023-12-03
26-45y	26-45y	1.0830226644898346	10141	34742	34742	128904	2023-12-03
26-45y	0-5y	1.0115678644025052	816	34742	2993	128904	2023-12-03
46-65y	81y+	0.8116759869651109	3427	36339	14977	128904	2023-12-03
46-65y	46-65y	1.1330274584457591	11607	36339	36339	128904	2023-12-03
46-65y	65-80y	0.8980970626614646	5712	36339	22561	128904	2023-12-03
46-65y	18-25y	1.0852220707919447	3610	36339	11800	128904	2023-12-03
46-65y	6-17y	1.087689616834852	1684	36339	5492	128904	2023-12-03
46-65y	26-45y	1.0840278099793648	10617	36339	34742	128904	2023-12-03
46-65y	0-5y	1.0512604573260262	887	36339	2993	128904	2023-12-03
6-17y	81y+	0.6409650539178282	409	5492	14977	128904	2023-12-03
6-17y	46-65y	1.087689616834852	1684	5492	36339	128904	2023-12-03
6-17y	65-80y	0.8562042106900405	823	5492	22561	128904	2023-12-03
6-17y	18-25y	1.111899851247423	559	5492	11800	128904	2023-12-03
6-17y	6-17y	1.8419702643691758	431	5492	5492	128904	2023-12-03
6-17y	26-45y	1.1383634856094345	1685	5492	34742	128904	2023-12-03
6-17y	0-5y	1.450777779859731	185	5492	2993	128904	2023-12-03
65-80y	81y+	1.2203866829512386	3199	22561	14977	128904	2023-12-03
65-80y	46-65y	0.8980970626614646	5712	22561	36339	128904	2023-12-03
65-80y	65-80y	1.1444374081246464	4519	22561	22561	128904	2023-12-03
65-80y	18-25y	0.8231423846009951	1700	22561	11800	128904	2023-12-03
65-80y	6-17y	0.8562042106900405	823	22561	5492	128904	2023-12-03
65-80y	26-45y	0.8735973331906532	5312	22561	34742	128904	2023-12-03
65-80y	0-5y	0.8094074478083126	424	22561	2993	128904	2023-12-03
81y+	81y+	2.253846447841064	3922	14977	14977	128904	2023-12-03
81y+	46-65y	0.8116759869651109	3427	14977	36339	128904	2023-12-03
81y+	65-80y	1.2203866829512386	3199	14977	22561	128904	2023-12-03
81y+	18-25y	0.7264720311256921	996	14977	11800	128904	2023-12-03
81y+	6-17y	0.6409650539178282	409	14977	5492	128904	2023-12-03
81y+	26-45y	0.7377537792131343	2978	14977	34742	128904	2023-12-03
81y+	0-5y	0.7217862131892133	251	14977	2993	128904	2023-12-03
0-5y	18-25y	1.0335621474176762	217	2496	8795	104558	2023-12-31
0-5y	6-17y	1.5356337302536758	165	2496	4501	104558	2023-12-31
0-5y	65-80y	0.8241068207121209	367	2496	18655	104558	2023-12-31
0-5y	81y+	0.7510543063489955	218	2496	12159	104558	2023-12-31
0-5y	46-65y	1.0371835110558736	744	2496	30049	104558	2023-12-31
0-5y	26-45y	0.9713283718918194	647	2496	27903	104558	2023-12-31
0-5y	0-5y	2.31604621882191	138	2496	2496	104558	2023-12-31
18-25y	18-25y	1.2178964804088839	901	8795	8795	104558	2023-12-31
18-25y	6-17y	1.0248118698655684	388	8795	4501	104558	2023-12-31
18-25y	65-80y	0.8437507239637053	1324	8795	18655	104558	2023-12-31
18-25y	81y+	0.7411272404895136	758	8795	12159	104558	2023-12-31
18-25y	46-65y	1.1069783102607602	2798	8795	30049	104558	2023-12-31
18-25y	26-45y	1.0417161319658983	2445	8795	27903	104558	2023-12-31
18-25y	0-5y	1.0335621474176762	217	8795	2496	104558	2023-12-31
26-45y	18-25y	1.0417161319658983	2445	27903	8795	104558	2023-12-31
26-45y	6-17y	1.0589719823418169	1272	27903	4501	104558	2023-12-31
26-45y	65-80y	0.8838199335748773	4400	27903	18655	104558	2023-12-31
26-45y	81y+	0.74456984184725306	2416	27903	12159	104558	2023-12-31
26-45y	46-65y	1.0835429787870865	8689	27903	30049	104558	2023-12-31
26-45y	26-45y	1.076766465747788	8018	27903	27903	104558	2023-12-31
26-45y	0-5y	0.9713283718918194	647	27903	2496	104558	2023-12-31
46-65y	18-25y	1.1069783102607602	2798	30049	8795	104558	2023-12-31
46-65y	6-17y	1.0768850557493856	1393	30049	4501	104558	2023-12-31
46-65y	65-80y	0.9189979729258257	4927	30049	18655	104558	2023-12-31
46-65y	81y+	0.8244657995362242	2881	30049	12159	104558	2023-12-31
46-65y	46-65y	1.1204515458345388	9676	30049	30049	104558	2023-12-31
46-65y	26-45y	1.0835429787870865	8689	30049	27903	104558	2023-12-31
46-65y	0-5y	1.0371835110558736	744	30049	2496	104558	2023-12-31
6-17y	18-25y	1.0248118698655684	388	4501	8795	104558	2023-12-31
6-17y	6-17y	1.868305204190473	362	4501	4501	104558	2023-12-31
6-17y	65-80y	0.8592154898601705	690	4501	18655	104558	2023-12-31
6-17y	81y+	0.6629486380917554	347	4501	12159	104558	2023-12-31
6-17y	46-65y	1.0768850557493856	1393	4501	30049	104558	2023-12-31
6-17y	26-45y	1.0589719823418169	1272	4501	27903	104558	2023-12-31
6-17y	0-5y	1.5356337302536758	165	4501	2496	104558	2023-12-31
65-80y	18-25y	0.8437507239637053	1324	18655	8795	104558	2023-12-31
65-80y	6-17y	0.8592154898601705	690	18655	4501	104558	2023-12-31
65-80y	65-80y	1.1636282564798428	3873	18655	18655	104558	2023-12-31
65-80y	81y+	1.2229294599174183	2653	18655	12159	104558	2023-12-31
65-80y	46-65y	0.9189979729258257	4927	18655	30049	104558	2023-12-31
65-80y	26-45y	0.8838199335748773	4400	18655	27903	104558	2023-12-31
65-80y	0-5y	0.8241068207121209	367	18655	2496	104558	2023-12-31
81y+	18-25y	0.7411272404895136	758	12159	8795	104558	2023-12-31
81y+	6-17y	0.6629486380917554	347	12159	4501	104558	2023-12-31
81y+	65-80y	1.2229294599174183	2653	12159	18655	104558	2023-12-31
81y+	81y+	2.294258753074522	3244	12159	12159	104558	2023-12-31
81y+	46-65y	0.8244657995362242	2881	12159	30049	104558	2023-12-31
81y+	26-45y	0.74456984184725306	2416	12159	27903	104558	2023-12-31
81y+	0-5y	0.7510543063489955	218	12159	2496	104558	2023-12-31
0-5y	46-65y	1.013116731102887	684	2327	26355	90837	2024-01-28
0-5y	81y+	0.769184240757637	192	2327	9744	90837	2024-01-28
0-5y	26-45y	0.9676153858317877	613	2327	24730	90837	2024-01-28
0-5y	0-5y	2.180787781335637	130	2327	2327	90837	2024-01-28
0-5y	65-80y	0.8419018304343173	341	2327	15811	90837	2024-01-28
0-5y	6-17y	1.4457815093605326	155	2327	4185	90837	2024-01-28
0-5y	18-25y	1.0768579312357913	212	2327	7685	90837	2024-01-28
18-25y	46-65y	1.0795232059338937	2407	7685	26355	90837	2024-01-28
18-25y	81y+	0.7593744424608961	626	7685	9744	90837	2024-01-28
18-25y	26-45y	1.0280996400684979	2151	7685	24730	90837	2024-01-28
18-25y	0-5y	1.0768579312357913	212	7685	2327	90837	2024-01-28
18-25y	65-80y	0.8731772642741867	1168	7685	15811	90837	2024-01-28
18-25y	6-17y	0.9772362334420807	346	7685	4185	90837	2024-01-28
18-25y	18-25y	1.245833669507177	810	7685	7685	90837	2024-01-28
26-45y	46-65y	1.0709347294932492	7684	24730	26355	90837	2024-01-28
26-45y	81y+	0.7656165570094624	2031	24730	9744	90837	2024-01-28
26-45y	26-45y	1.0631786447699039	7158	24730	24730	90837	2024-01-28
26-45y	0-5y	0.9676153858317877	613	24730	2327	90837	2024-01-28
26-45y	65-80y	0.8965078722698983	3859	24730	15811	90837	2024-01-28
26-45y	6-17y	1.0251467775511969	1168	24730	4185	90837	2024-01-28
26-45y	18-25y	1.0280996400684979	2151	24730	7685	90837	2024-01-28
46-65y	46-65y	1.1097873485145342	8486	26355	26355	90837	2024-01-28
46-65y	81y+	0.822404439634534	2325	26355	9744	90837	2024-01-28
46-65y	26-45y	1.0709347294932492	7684	26355	24730	90837	2024-01-28
46-65y	0-5y	1.013116731102887	684	26355	2327	90837	2024-01-28
46-65y	65-80y	0.931479534365467	4273	26355	15811	90837	2024-01-28
46-65y	6-17y	1.0541787880621791	1280	26355	4185	90837	2024-01-28
46-65y	18-25y	1.0795232059338937	2407	26355	7685	90837	2024-01-28
6-17y	46-65y	1.0541787880621791	1280	4185	26355	90837	2024-01-28
6-17y	81y+	0.6816343801558855	306	4185	9744	90837	2024-01-28
6-17y	26-45y	1.0251467775511969	1168	4185	24730	90837	2024-01-28
6-17y	0-5y	1.4457815093605326	155	4185	2327	90837	2024-01-28
6-17y	65-80y	0.8607470246468004	627	4185	15811	90837	2024-01-28
